display_name,types,type,country_code,state,city,county,street,postal_code,address,latitude,longitude,phone,phone_type,email_1,email_1_title,email_1_first_name,email_1_last_name,email_2,email_2_title,email_2_first_name,email_2_last_name,email_3,email_3_title,email_3_first_name,email_3_last_name,linkedin,facebook,twitter,instagram,tiktok,whatsapp,youtube,site,site_ga_code,site_has_google_tag,site_has_fb_pixel,photo,photos_count,rating,rating_history,reviews,range,business_status,business_status_history,booking_appointment_link,menu_link,verified,owner_title,located_in,os_id,google_id,place_id,cid,gmb_link,located_os_id,working_hours,area_service,about,corp_name,corp_employees,corp_revenue,corp_founded_year,corp_is_public,added_at,updated_at,,,,,,,,,,,
Camplus Guest Roma,"Student Dormitory, Hotel, Serviced Accommodation, Student Housing Center",Student Dormitory,IT,metropolitan city of rome capital,Rome,,"Via Del Cottanello, 12",158,"Via del Cottanello, 12, 00158 Roma RM",152828.53.00,92779.35.00,390688371799,Fixed Line,susanna.graziano@camplus.it,International Relations Manager,Susanna,Graziano,bologna.apartments@camplus.it,,,,catania.guest@camplus.it,,,,,,,,,,,https://www.camplus.it/citta/roma/camplus-pietralata/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH-J_pKER14i6PcrqSnW5y0AD2S59okN5qsPSzkpfh0Q30mkmxxK0P1q8-BuS55R2m5PiGYwVmLqjbCCHiA9jspmF4bYZzpmxw65py6Y3KmFfF1nrDl9Rnk962QQxQgxD17aD-LgWRuj1KXBpS3jqYf4Uzmvz3hVzRgQn8NA7br3SRtckS9WjbLlw=w800-h500-k-no,311.0,4.4,"4.4 (Jun-2023), 4.4 (Sep-2023), 4.4 (Jan-2024), 4.4 (Apr-2024), 4.4 (Oct-2024)",722.0,3 stars,Operational,"Operational (Jun-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Camplus Guest Roma,,c717e3ccc3a6593f84c3c757bcac3aee,0x132f63bef866a511:0xb4a883dc4673f157,ChIJEaVm-L5jLxMRV_FzRtyDqLQ,13017799705012466007,https://google.com/maps/place/?q=place_id:ChIJEaVm-L5jLxMRV_FzRtyDqLQ,,,FALSE,"{'Accessibility': {'Wheelchair-accessible car park': True, 'Wheelchair-accessible entrance': True}, 'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,250,50000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-23T11:04:28.260000,,,,,,,,,,,
Ergife Palace Hotel & Conference Center,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Largo Lorenzo Mossa, 8",165,"Largo Lorenzo Mossa, 8, 00165 Roma RM",148830.03.00,69858.46.00,390666441,Mobile,ergifespa@legalmail.it,,,,info@ergifepalacehotel.com,,,,privacy@ergifepalacehotel.com,,,,,,,,,,,http://www.ergifepalacehotel.com/,,,,https://lh5.googleusercontent.com/p/AF1QipP-HR5-IM6eobz_e7xgudXb1ZQQZbrZ_8_KQ9gq=w800-h500-k-no,11406.0,3.9,"3.9 (Sep-2023), 3.9 (Nov-2023), 3.9 (Jan-2024), 3.9 (Apr-2024), 4.0 (Jun-2024)",6335.0,4 stars,Operational,"Operational (Sep-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Jun-2024)",,,TRUE,Ergife Palace Hotel & Conference Center,,db02e321b33937517cf17f5be2c0c11f,0x132f5fd27b0ff1c7:0xb7df56487dd91d08,ChIJx_EPe9JfLxMRCB3ZfUhW37c,13249403498096303368,https://google.com/maps/place/?q=place_id:ChIJx_EPe9JfLxMRCB3ZfUhW37c,,,FALSE,"{'Other': {'Pool': True, 'Free parking': True, 'Free breakfast': True, 'Free Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,50,10000000,,FALSE,2022-08-10T14:27:53.041000,2024-10-19T01:24:59.375000,,,,,,,,,,,
The Caesar Roma,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Della Pisana, 374",163,"Via della Pisana, 374, 00163 Roma RM",41.868.700.499.999.900,68607.51.00,3906835521,,info@thecaesarhotels.com,,,,info@argentariosaresort.com,,,,info@clublecannelle.com,,,,,,,,,,,https://thecaesarhotels.com/the-caesar-roma/,,,,https://lh5.googleusercontent.com/p/AF1QipN00FQBbPNchzzMs1T2sz1IyqZOtVg1ElEBtBMi=w800-h500-k-no,138.0,3.7,"4.3 (Jun-2023), 4.0 (Jul-2023), 3.6 (Dec-2023), 3.6 (Jan-2024), 3.8 (Oct-2024)",335.0,4 stars,Operational,"Operational (Jun-2023), Operational (Jul-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Oct-2024)",,,TRUE,The Caesar Roma,,58268627b229af34108fbb876782f496,0x1325f50310a9a6bb:0xb9f594cd45b2cf8e,ChIJu6apEAP1JRMRjs-yRc2U9bk,13399779875669331854,https://google.com/maps/place/?q=place_id:ChIJu6apEAP1JRMRjs-yRc2U9bk,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2023-05-16T12:33:34.887000,2024-10-19T01:20:23.358000,,,,,,,,,,,
Relais Manzoni,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Carlo Emanuele I, 14",185,"Via Carlo Emanuele I, 14, 00185 Roma RM",148544.01.00,84949.45.00,390685301113,,amministrazione@expogroupsrl.it,,,,info@relaismanzoni.it,,,,,,,,,,,,,,,http://relaismanzoni.it/,,,,https://lh5.googleusercontent.com/p/AF1QipN0b7tChYPnSmRK3yb8HLtrhjfko_Psq4a-KN45=w800-h500-k-no,266.0,4.3,"4.4 (Sep-2023), 4.4 (Jan-2024), 4.4 (Feb-2024), 4.4 (May-2024), 4.3 (Oct-2024)",159.0,3 stars,Operational,"Operational (Sep-2023), Operational (Jan-2024), Operational (Feb-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Relais Manzoni,,b821c62fa6a47ac7c7fc4570ffcf1adc,0x132f61c37a06323f:0x446582bd612bced0,ChIJPzIGesNhLxMR0M4rYb2CZUQ,4928489117117566672,https://google.com/maps/place/?q=place_id:ChIJPzIGesNhLxMR0M4rYb2CZUQ,,,FALSE,"{'Other': {'Free breakfast': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,,,,,2023-06-20T21:02:52.733000,2024-10-19T01:07:07.012000,,,,,,,,,,,
Appian Private Suites,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Magnagrecia, 95",183,"Via Magnagrecia, 95, 00183 Roma RM",146943.58.00,84737.56.00,393394353717,Mobile,altheainn@pec.it,,,,info@appianprivatesuites.com,,,,,,,,,,,,,,,https://appianprivatesuites.com/,,,,https://lh5.googleusercontent.com/p/AF1QipMmKx8M0XiaSkslvovWdH83yPMGRzFJpPlSeGVM=w800-h500-k-no,4.0,5.0,Undefined (Oct-2024),4.0,,Operational,Operational (Oct-2024),,,TRUE,Appian Private Suites,,8a2ec6d544a41f301ab5045580f01410,0x132f61200e736267:0xec1ad79f3de716c4,ChIJZ2JzDiBhLxMRxBbnPZ_XGuw,17013147621283796676,https://google.com/maps/place/?q=place_id:ChIJZ2JzDiBhLxMRxBbnPZ_XGuw,,,FALSE,"{'Other': {'Star rating': None, 'Check-in time': '14:00'}}",,,,,,2024-09-08T13:35:05.224000,2024-10-19T01:26:03.921000,,,,,,,,,,,
Gambrinus Hotel,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Piave, 35",187,"Via Piave, 35, 00187 Roma RM",151641.15.00,8322.06.00,39064871250,Landline,ireland@bookassist.com,,,,reservations@gambrinushotel.com,,,,,,,,,,,,,,,http://www.gambrinushotel.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG3ouWY3ZXYrcuviQW5F3MP-5FEsar9ZFy73lgTH73Z---6SXgh6uUcgWRY3kFg3l5I5DDVvTPFERblSZGTAzAork5k1d4FSgUL4j3ergcIpXJs4uYDYoXDjNsfutqY0CNPLurtyRAEyEHnrq5GiXpN-KAAbMFBJnDnbB7kyAHU4uOc17t4hJd5=w800-h500-k-no,551.0,3.9,"3.8 (Aug-2023), 3.9 (Jan-2024), 3.9 (May-2024), 3.9 (Jul-2024), 3.9 (Oct-2024)",687.0,4 stars,Operational,"Operational (Aug-2023), Operational (Jan-2024), Operational (May-2024), Operational (Jul-2024), Operational (Oct-2024)",,,TRUE,Gambrinus Hotel,,ee3cf103a9b1919d1142b20f4499b307,0x132f61091c365bcb:0xefdeb578814716a,ChIJy1s2HAlhLxMRanEUiFfr_Q4,1080278246816510314,https://google.com/maps/place/?q=place_id:ChIJy1s2HAlhLxMRanEUiFfr_Q4,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:07:07.012000,,,,,,,,,,,
Milan House,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Bernardo Rucellai, 67",20126,"Via Bernardo Rucellai, 67, 20126 Milano MI",85185.34.00,9.215.160.899.999.990,393500636042,,adrian.toro@booking.com,Ux Designer,Adrian,Toro,adrienne.enggist@booking.com,Director Of Product Development - Messaging,Adrienne,Enggist,agnieszka.gryciuk@booking.com,Product Owner,Agnieszka,Jonge-Gryciuk,,,,,,,,https://www.booking.com/hotel/it/milan-house.en.html?aid=1723302,,,,https://lh5.googleusercontent.com/p/AF1QipOHXXbRWxpjHsBUXqdAP9H3ded7Lpz909mcAGBk=w800-h500-k-no,4.0,4.7,"4.7 (Aug-2023), 4.7 (Sep-2023), 4.7 (Jan-2024), 4.7 (May-2024), 4.7 (Oct-2024)",15.0,,Operational,"Operational (Aug-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Milan House,,b10e3087b768979a6ba010296e34e802,0x4786c71847aff301:0x67fcb32522a83f7f,ChIJAfOvRxjHhkcRfz-oIiWz_Gc,7493060852114276223,https://google.com/maps/place/?q=place_id:ChIJAfOvRxjHhkcRfz-oIiWz_Gc,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Wi-Fi': True, 'Parking': True, 'Star rating': None, 'Check-out time': '11:00'}, 'Amenities': {'Free Wi-Fi': True}}",,50000,10000000000,,FALSE,2021-03-05T16:46:43.394000,2024-10-19T01:04:03.868000,,,,,,,,,,,
Hotel Parker - GRUPPO BLAM HOTELS,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Giovanni Giolitti, 431",185,"Via Giovanni Giolitti, 431, 00185 Roma RM",148902.23.00,12.512.474.399.999.900,3906770005,Landline,info@hotelparkerroma.com,,,,info@hotelparkerroma.it,,,,,,,,,,,,,,,http://www.hotelparkerroma.com/,,,,https://lh5.googleusercontent.com/p/AF1QipPLwcppNechDXQTNZlBUd2QcRo3XIQ3XsEUuwP7=w800-h500-k-no,421.0,3.9,"3.8 (Sep-2023), 3.8 (Dec-2023), 3.8 (Jan-2024), 3.9 (May-2024), 3.9 (Oct-2024)",688.0,3 stars,Operational,"Operational (Sep-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Hotel Parker,,c99fff03c05885fa9b23c64c60937515,0x132f619732a37ff9:0x6a62be6e9b94d452,ChIJ-X-jMpdhLxMRUtSUm26-Ymo,7665898898003907666,https://google.com/maps/place/?q=place_id:ChIJ-X-jMpdhLxMRUtSUm26-Ymo,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:07:07.012000,,,,,,,,,,,
Hotel Avani Palazzo Moscova Milan - formerly NH Milano Palazzo Moscova,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Viale Monte Grappa, 12B",20124,"Viale Monte Grappa, 12b, 20124 Milano MI",846.19.00,9.189.869.999.999.990,390229060312,Fixed Line,choechtl@avanihotels.com,General Manager,Christian,Hoechtl,atrium@avanihotels.com,,,,benihana.vpat@avanihotels.com,,,,,,,,,,,https://www.avanihotels.com/en/palazzo-moscova-milan%3Futm_campaign%3Dlocal-gmb%26utm_medium%3Dorganic_search%26utm_source%3Dgoogle_gmb,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGH-jRCda1Ti3G1GZEAosHOQIWwqACk_ttqKiy2IDrrYJp9qGZdSgxtfNqUCldN3HYLv1-fPM4Tw1CJosLdvWO-SA1Xq9TpCydbGhlUbzfWrcux8AYFOzARizPRF03PdwJ7itF7HQI4wc2w1pQ4hbgqvhp3m8Ja5m-jRh18foloOMUHYWEdtxdguw=w800-h500-k-no,1059.0,4.5,"4.4 (Feb-2023), 4.4 (May-2023), 4.5 (Aug-2023), 4.5 (Oct-2023), 4.5 (Apr-2024)",1176.0,4 stars,Operational,"Operational (Feb-2023), Operational (May-2023), Operational (Aug-2023), Operational (Oct-2023), Operational (Apr-2024)",,,TRUE,Hotel Nh Milano Palazzo Moscova,,6af8e1fc9e6d5792f2bb8f7123349c7b,0x4786c6cb467328bf:0xe7efd0ed00e6e55f,ChIJvyhzRsvGhkcRX-XmAO3Q7-c,16712806458536158559,https://google.com/maps/place/?q=place_id:ChIJvyhzRsvGhkcRX-XmAO3Q7-c,,,FALSE,"{'Other': {'Spa': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '15:00'}}",,5000,,,FALSE,2022-06-14T11:22:13.426000,2024-10-23T22:04:59.279000,,,,,,,,,,,
Barceló Milan,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Giorgio Stephenson, 55",20157,"Via Giorgio Stephenson, 55, 20157 Milano MI",85293.12.00,20713.09.00,390233286111,Fixed Line,adel.zaher@ihg.com,Director-Global Technology,Adel,Zaher,andrew.gordon@ihg.com,"Manager, Loyalty And Partnerships",Andrew,Gordon,angela.landreth@ihg.com,Human Resources Manager,Angela,Landreth,,,,,,,,https://www.ihg.com/voco/hotels/gb/en/milan/milfe/hoteldetail?cm_mmc=GoogleMaps-_-BarcoMilan,,,,http:////lh6.googleusercontent.com/proxy/vDcH52WfS_On9fhs8JpMZ4dcCuSWhELml_FQ3XJkm_zVbtlZS2EnkcrFv41z76XWq1DX1F_Yg9d6cZvEpf6X8URGzqvNMJt0_snFQ0tUPLZCkCX7vpd2PkKXihWrxuXP_fLIhIWaFjXjqQFuRMjUn0BYGo9SbKs=w800-h500-k-no,4624.0,,"4.1 (Dec-2021), 4.1 (Jun-2022), 4.1 (Aug-2022), 4.1 (Sep-2022), 4.1 (Oct-2022)",,3 stars,Operational,"Closed permanently (Dec-2021), Closed permanently (Jun-2022), Operational (Aug-2022), Operational (Sep-2022), Operational (Oct-2022)",,,TRUE,Barceló Milan,,d4b17433b8e63ab8073dc6693c00cdb6,0x4786c039ba6fe311:0x2d035e6b63ee5be4,ChIJEeNvujnAhkcR5FvuY2teAy0,3243539971967966180,https://google.com/maps/place/?q=place_id:ChIJEeNvujnAhkcR5FvuY2teAy0,,,FALSE,,,100000,10000000000,,TRUE,2020-11-29T06:45:51.784000,2022-10-19T14:30:12.939000,,,,,,,,,,,
Hotel Ambasciatori Palace,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Vittorio Veneto, 62",187,"Via Vittorio Veneto, 62, 00187 Roma RM",151101.11.00,81599.52.00,390647493,Fixed Line,a.marbun@royalgroup.it,Account Receivable,Annis,Marbun,a.palumbo@royalgroup.it,Front Desk,Agostino,Palumbo,a.pizzo@royalgroup.it,Engineering And Maintenance Director,Antonio,Pizzo,,,,,,,,http://www.royalgroup.it/ambasciatoripalace,,,,https://lh3.googleusercontent.com/gps-proxy/AMy85WIEHn3oOKrLPXK3kL-8SRQdWxZorbVyKo6DfUCKy1aO_s1mqhzZr1SMTWQRmjyKy6lmwPS9enw41uRF5MSVpo_nzHOQIW_T5h7O0p_P34qXDCzGEPLVRwx0sana-dhhmiypgCWGo7-PS1GvRL3k03Xn39ED-oXDvJJUfVBUIVto7RYZ5-tXEY0oog=w800-h500-k-no,915.0,4.3,"4.3 (Dec-2021), 4.3 (Jun-2023), 4.3 (Jan-2024)",506.0,5 stars,Operational,"Operational (Dec-2021), Closed permanently (Jun-2023), Operational (Jan-2024)",,,TRUE,Ambassadors Hotel Palace Di Roma,,5e19a50d2b035f491542e293d02b5090,0x132f61a9f5efe433:0xbdbcb379bd2cf0f5,ChIJM-Tv9alhLxMR9fAsvXmzvL0,13671999904236237045,https://google.com/maps/place/?q=place_id:ChIJM-Tv9alhLxMR9fAsvXmzvL0,,,FALSE,"{'Other': {'Star rating': '5 stars', 'Check-out time': '12:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,200,100000000,,FALSE,2020-11-11T00:10:05.758000,2024-02-25T11:52:24.625000,,,,,,,,,,,
Grand Hotel Fleming,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Piazza Monteleone Di Spoleto, 20",191,"Piazza Monteleone di Spoleto, 20, 00191 Roma RM",157339.56.00,79144.56.00,39063337264,Fixed Line,info@grandhotelfleming.it,,,,info.ghf@omniahotels.com,,,,,,,,,,,,,,,https://www.grandhotelfleming.it/%3Futm_source%3Dgbp%26utm_medium%3Dorganic,,,,https://lh5.googleusercontent.com/p/AF1QipMm968mrMBGqMlaz0NpIE8y6ZHM6FJDep9N3lKF=w800-h500-k-no,3700.0,3.8,"3.8 (Mar-2023), 3.8 (May-2023), 3.8 (Jan-2024), 3.8 (May-2024), 3.8 (Oct-2024)",3577.0,4 stars,Operational,"Operational (Mar-2023), Operational (May-2023), Operational (Jan-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Grand Hotel Fleming,,ab57a98be11022624aab768fc0c140c4,0x132f60d23027e7ed:0x6c2764f2641716e,ChIJ7ecnMNJgLxMRbnFBJk92wgY,487081792025751918,https://google.com/maps/place/?q=place_id:ChIJ7ecnMNJgLxMRbnFBJk92wgY,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:11:14.846000,,,,,,,,,,,
eco Hotel Milano,"Hotel, Restaurant",Hotel,IT,metropolitan city of milan,Milan,,"Via Vittorio Scialoia, 3",20161,"Via Vittorio Scialoia, 3, 20161 Milano MI",85451.34.00,29796.37.00,39026461646,Fixed Line,dpo@network-service.it,,,,info@ecohotelmilano.it,,,,info@ecohotelresidenzamilano.it,,,,,,,,,,,https://ecohotelmilano.it/,,,,https://lh5.googleusercontent.com/p/AF1QipNpHFC0sq_D71s2l1KVN2r-QogO5YeKrmViPavs=w800-h500-k-no,1170,4.2,"4.1 (Aug-2023), 4.1 (Nov-2023), 4.1 (Jan-2024), 4.2 (Apr-2024), 4.2 (Jul-2024)",1542,3 stars,Operational,"Operational (Aug-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Jul-2024)",,,TRUE,Eco-Hotel La Residenza,,a41af6cba9d3b202b821d4f9b00aab78,0x4786c0c19f5273a5:0x99945b59ec191b68,ChIJpXNSn8HAhkcRaBsZ7FlblJk,11066570626127436648,https://google.com/maps/place/?q=place_id:ChIJpXNSn8HAhkcRaBsZ7FlblJk,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-01-18T12:09:55.779000,2024-10-23T11:04:17.042000,,,,,,,,,,,
Hotel San Giovanni,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Licia, 7",183,"Via Licia, 7, 00183 Roma RM",146648.58.00,83846.31.00,390664011405,Fixed Line,info@hotelsangiovanniroma.it,,,,info@bostonbari.it,,,,info@grupposimone.it,,,,,,,,,,,https://www.hotelsangiovanniroma.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGcAbpRm-QO0T73zuXKAHUacI4O1dPkAVq5HcotgiQnCgmPU8XIlZESZfNcD9ZVtCkSAO0XDKocR9UjIVDflG_SRk--PVaUryEhuSB8SylvWB5RPoLThT5mHeJ-MIq-8DKwTpZ-JmshSSGqMSyVd-H0Wx0xYoAPTl9A2STW3S_DFFi9coJ38gil=w800-h500-k-no,571.0,4.5,"4.6 (Jan-2023), 4.5 (May-2023), 4.5 (Jan-2024), 4.5 (Apr-2024), 4.5 (Oct-2024)",692.0,4 stars,Operational,"Operational (Jan-2023), Operational (May-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel San Giovanni,,5074fbb109c1ccbb05855869bef63aeb,0x132f61ea49f62e91:0x97a8c3ba46d52979,ChIJkS72SephLxMReSnVRrrDqJc,10928199700634216825,https://google.com/maps/place/?q=place_id:ChIJkS72SephLxMReSnVRrrDqJc,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T03:29:51.233000,2024-10-19T01:26:03.921000,,,,,,,,,,,
Demetra Hotel Rome,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Del Viminale, 8",184,"Via del Viminale, 8, 00184 Roma RM",150155.42.00,82802.51.00,390645493828,Fixed Line,info@demetrahotelrome.com,,,,info@delphinet.it,,,,,,,,,,,,,,,https://www.demetrahotelrome.com/,,,,https://lh5.googleusercontent.com/p/AF1QipMKisclnCxRA4eKOv0S8oyRIpsR-FFunPfj4muE=w800-h500-k-no,663.0,4.1,"4.1 (Aug-2023), 4.1 (Oct-2023), 4.1 (Dec-2023), 4.0 (Jan-2024), 4.0 (Apr-2024)",493.0,4 stars,Operational,"Operational (Aug-2023), Operational (Oct-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Demetra Hotel Rome,,1105d555225eebcbd451a2d73825b0c1,0x132f61a5e9b33a5f:0xa2b305bcca1f6b8f,ChIJXzqz6aVhLxMRj2sfyrwFs6I,11723720563378580367,https://google.com/maps/place/?q=place_id:ChIJXzqz6aVhLxMRj2sfyrwFs6I,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2022-03-23T13:00:09.616000,2024-10-19T01:27:11.753000,,,,,,,,,,,
Kolbe Hotel Rome,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Di S Teodoro, 48",186,"Via di S. Teodoro, 48, 00186 Roma RM",148387.46.00,80649.02.00,39066798866,Fixed Line,fhi@legalmail.it,,,,info@kolbehotelrome.com,,,,,,,,,,,,,,,https://www.kolbehotelrome.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF7pp0gfrkYBXxmzP5baCUl0x_rgx9ZV267JcA1z_SoqIuJOoWPV3Rxr-00WWdzmzpfBK3qnLVNZ4DgrEM7IOB0FcGkZ7ovz5Jg2ifziwj-4_bCRyByOhJXJQ0dLqOVraj0iGYLOx2NCDTsiSY4VpTwzsj0JJSkSa87UB-WkBkezoh2zsmQWOBb=w800-h500-k-no,1600.0,4.5,"4.4 (May-2023), Undefined (Aug-2023), 4.4 (Oct-2023), 4.4 (Jan-2024), 4.4 (Apr-2024)",956.0,4 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Oct-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Kolbe Hotel Rome,,72c07da0b15c65bf51595ae0607ebdb7,0x132f604aca643063:0xa8356511529c9d40,ChIJYzBkykpgLxMRQJ2cUhFlNag,12120705097212403008,https://google.com/maps/place/?q=place_id:ChIJYzBkykpgLxMRQJ2cUhFlNag,,,FALSE,"{'Other': {'Free breakfast': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,10,10000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:24:59.375000,,,,,,,,,,,
CiaoMi,"Hotel, Hostel",Hotel,IT,metropolitan city of milan,Milan,,"Via Adriatico, 8",20162,"Via Adriatico, 8, 20162 Milano MI",45.518.125.999.999.900,32765.12.00,393404667528,Mobile,ciaomi@pec.ciaomilanohostel.it,,,,info@ciaomilanohostel.it,,,,,,,,,,,,,,,https://www.ciaomilanohostel.it/,,,,https://lh5.googleusercontent.com/p/AF1QipNXXiW-Fppib9zDLKnQKnSYBop65Dy3Q7aBz3NE=w800-h500-k-no,70.0,4.3,"4.8 (Jun-2023), 4.5 (Aug-2023), 4.3 (Jan-2024), 4.3 (Apr-2024)",84.0,,Operational,"Operational (Jun-2023), Operational (Aug-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Ciaomi,,9f7634f1965870bfdc66cb63a269c4b9,0x4786c163ef279029:0xca7e461f37d23642,ChIJKZAn72PBhkcRQjbSNx9Gfso,14591176942621439554,https://google.com/maps/place/?q=place_id:ChIJKZAn72PBhkcRQjbSNx9Gfso,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Parking': True, 'Star rating': None, 'Check-out time': '10:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2023-05-16T11:01:07.804000,2024-10-19T01:04:03.868000,,,,,,,,,,,
